Difference from HDI value (%) (1990),Difference from HDI value (%) (1991),Difference from HDI value (%) (1992),Difference from HDI value (%) (1993),Difference from HDI value (%) (1994),Difference from HDI value (%) (1995),Difference from HDI value (%) (1996),Difference from HDI value (%) (1997),Difference from HDI value (%) (1998),Difference from HDI value (%) (1999),Difference from HDI value (%) (2000),Difference from HDI value (%) (2001),Difference from HDI value (%) (2002),Difference from HDI value (%) (2003),Difference from HDI value (%) (2004),Difference from HDI value (%) (2005),Difference from HDI value (%) (2006),Difference from HDI value (%) (2007),Difference from HDI value (%) (2008),Difference from HDI value (%) (2009),Difference from HDI value (%) (2010),Difference from HDI value (%) (2011),Difference from HDI value (%) (2012),Difference from HDI value (%) (2013),Difference from HDI value (%) (2014),Difference from HDI value (%) (2015),Difference from HDI value (%) (2016),Difference from HDI value (%) (2017),Difference from HDI value (%) (2018),Difference from HDI value (%) (2019),Difference from HDI value (%) (2020),Difference from HDI value (%) (2021)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13.33333333,13.68876081,16.69044223,15.18987342,15.83333333,16.30136986,16.2601626,15.24064171,14.30463576,11.27129751,11.55844156,11.42490372,11.35204082,12.34256927,12.95143213,13.1773399,14.09477521,14.80144404,13.80552221,14.28571429,14.33649289,14.20118343,14.1509434,14.25206125,14.68860165,15.22248244,14.95327103,13.62048894,13.45707657,12.95215869,12.97169811
,,,,,14.86842105,15.30479896,15.60102302,19.01763224,19.08866995,19.97563946,20.43010753,20.16509434,21.67832168,21.84971098,20.02301496,21.07061503,20.861678,22.2972973,19.72942503,19.1011236,19.39461883,18.29405163,17.55555556,16.85144124,16.50055371,17.58241758,17.41511501,16.57579062,16.72095548,16.21029573,16.23093682
12.71604938,12.79212792,12.80487805,12.14285714,12.69095182,12.90697674,14.17050691,13.87940842,15.43624161,15.23915462,15.81858407,15.7662624,16.15384615,16.17486339,15.77777778,18.9578714,19.09492274,19.38325991,18.45303867,14.71238938,17.14285714,17.34357849,17.12403952,16.41630901,16.89839572,16.75560299,16.93290735,16.79064825,15.81740977,15.41710665,15.18046709,15.20591341
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.558718861,4.232804233,4.188481675,4.703832753,4.679376083,4.317789292,4.12371134,3.760683761,4.258943782,3.924914676,3.747870528,4.362416107,3.316749585,3.902439024,4.146730463,3.4375,3.230769231,3.793626707,3.82848392,3.641881639,3.484848485,4.052098408,3.076923077,2.443280977,2.169981917,2.158273381,2.142857143,2.447552448,2.24137931,2.226027397,2.079722704,2.079722704
,,,,,,,,,,3.092783505,2.990033223,3.25732899,3.583061889,3.076923077,2.752293578,3.058103976,2.96735905,3.225806452,3.38028169,3.314917127,3.225806452,3.412073491,3.367875648,3.562340967,3.856041131,3.836317136,4.071246819,3.768844221,3.970223325,3.778337531,3.807106599
2.682926829,2.173913043,2.216748768,2.261306533,1.98019802,2.14797136,2.564102564,2.283105023,2.050113895,2.031602709,2.914798206,2.227171492,2.202643172,2.173913043,2.178649237,1.965065502,1.939655172,1.969365427,2.155172414,1.906779661,2.096436059,2.669404517,2.851323829,2.204408818,2.376237624,2.529182879,2.316602317,2.099236641,2.083333333,2.056074766,2.056074766,2.040816327
4.166666667,4.615384615,4.87394958,5.132450331,5.546492659,6.138933764,6.687898089,6.299212598,4.84375,4.79876161,5.053598775,5.271084337,5.621301775,5.96797671,6.599713056,6.515580737,6.601123596,6.767955801,6.877579092,6.849315068,7.462686567,7.940780619,8.1769437,8.567603748,8.097686375,7.938540333,7.770700637,7.974683544,8.176100629,8.333333333,8.104738155,8.125
,2.572347267,2.807017544,2.58302583,1.645338208,1.645338208,1.31826742,0.925925926,1.096892139,0.904159132,0.892857143,1.054481547,1.208981002,1.346801347,1.485148515,1.307189542,1.446945338,1.44,1.72143975,1.579778831,1.572327044,1.88976378,2.021772939,1.981707317,2.591463415,2.587519026,2.878787879,3.157894737,3.278688525,3.402366864,3.463855422,3.357664234
,,,,,,,,,,,,,,,11.36363636,10.44776119,11.43695015,11.83261183,10.41369472,10.82981716,11.52777778,12.24209078,12.60273973,12.94277929,13.10810811,12.66846361,12.41565452,14.74530831,15.49865229,15.24966262,15.16778523
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.340277778,4.647160069,4.761904762,4.882154882,4.801324503,4.582651391,4.838709677,4.625199362,5.007824726,5.384615385,5.927051672,6.165413534,5.970149254,5.908419498,6.259097525,5.763688761,5.571428571,5.949008499,6.329113924,6.433566434,6.805555556,6.371191136,6.077348066,6.189821183,6.301369863,6.548431105,6.648575305,6.486486486,6.056527591,6.174496644,5.970149254,6.019151847
6.166666667,6.78807947,6.721311475,7.293354943,6.310679612,7.04,7.266982622,7.644305772,7.82208589,7.175572519,7.462686567,6.231454006,6.432748538,6.811594203,7.194244604,8.428571429,9.154929577,10.46025105,10.12482663,9.340659341,10.54739653,11.81102362,11.44343303,11.63954944,11.61928307,11.99510404,11.30012151,11.52460984,11.79976162,11.63895487,11.52460984,11.575179
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.078167116,1.078167116,1.08401084,0.81300813,0.81300813,0.810810811,0.806451613,0.804289544,0.789473684,1.025641026,0.753768844,0.738916256,0.961538462,0.938967136,0.917431193,0.896860987,0.877192982,0.860215054,0.845665962,0.829875519,0.811359026,1.002004008,0.992063492,0.980392157,0.970873786,0.961538462,0.954198473,0.946969697,0.92936803,0.912408759,0.912408759,0.910746812
1.215805471,0.906344411,0.923076923,1.204819277,1.19047619,1.169590643,1.129943503,1.098901099,1.340482574,1.298701299,1.015228426,0.99009901,1.199040767,1.165501166,1.126126126,1.101321586,1.072961373,1.050420168,1.033057851,1.012145749,0.996015936,0.988142292,1.19047619,0.982318271,1.171875,1.160541586,0.963391137,0.961538462,0.957854406,0.952380952,0.954198473,0.952380952
,11.2033195,12.44755245,11.66429587,9.869375907,9.210526316,8.175182482,8.127721335,7.471264368,6.59025788,6.285714286,6.993006993,6.786703601,6.967213115,7.162162162,7.402422611,7.989347537,8.718626156,9.198423127,7.255936675,8.376963351,9.362808843,9.184993532,9.443725744,8.538163001,8.010335917,8.729139923,8.695652174,9.067688378,9.287531807,9.161290323,9.055627426
6.990014265,7.943262411,8.898305085,8.860759494,8.798882682,8.786610879,11.2033195,14.14965986,14.24731183,16.06425703,15.80345286,14.60526316,13.08900524,11.16883117,13.76623377,17.05729167,17.70833333,17.89883268,19.50904393,18.71794872,18.55146125,19.64735516,19.92481203,20.1242236,12.0049505,12.0838471,11.65644172,11.5995116,10.25641026,9.500609013,9.378806334,9.394313968
27.98165138,27.14776632,27.67653759,28.18181818,29.18552036,28.81355932,29.65050733,30.11235955,31.13101904,31.04611924,31.42536476,30.82959641,30.68309071,30.61452514,31.73719376,32.88888889,32.07964602,31.23620309,29.3598234,26.54185022,26.67398463,26.067908,25.65502183,25.62704471,25.78890098,25.32608696,24.8373102,24.78354978,25.56634304,25.37634409,24.13043478,24.21281216
,,,,,,,,,,5.766062603,5.863192182,5.958132045,5.901116427,5.993690852,5.477308294,5.745341615,5.640243902,5.766312595,5.413533835,5.052005944,5.441176471,5.531295488,5.627705628,5.58739255,5.278174037,5.641748942,5.314685315,5.416666667,5.371900826,5.270457698,5.364511692
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.738998483,7.922272048,8.740740741,8.875739645,8.740740741,9.42562592,8.24742268,8.905109489,9.912536443,10.26392962,8.918128655,9.869375907,9.585121602,8.513708514,7.920792079,8.737864078,7.923497268,9.212283044,9.259259259,11.11111111,11.52317881,10.89238845,12.51629726,13.82428941,13.11688312,16.55801825,11.36063408,11.42473118,7.588075881,6.93481276,6.618705036,6.657018813
1.244813278,1.21703854,1.388888889,1.359223301,1.520912548,1.669758813,1.636363636,1.964285714,2.108963093,2.076124567,2.210884354,2.508361204,3.289473684,3.889789303,4.0,4.423380727,4.524180967,4.62962963,4.747320061,5.167173252,5.128205128,5.239520958,5.05952381,4.881656805,5.882352941,6.140350877,5.23255814,5.346820809,5.451936872,5.974395448,5.915492958,5.832147937
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.088772846,1.813471503,2.046035806,1.763224181,2.005012531,1.95599022,1.909307876,1.8735363,2.068965517,2.040816327,2.0,2.173913043,2.35042735,2.31092437,2.48447205,2.658486708,2.834008097,2.81124498,2.794411178,2.964426877,2.549019608,2.161100196,2.34375,2.339181287,2.376237624,1.886792453,1.927194861,1.74291939,1.525054466,1.518438178,1.52173913,1.538461538
11.39240506,11.70046802,10.20092736,10.58282209,12.3100304,12.25416036,11.8902439,11.05990783,10.71428571,11.28526646,11.05845182,9.697933227,10.90047393,12.08267091,12.85714286,10.60126582,10.67503925,10.71428571,11.02603369,11.27819549,11.25925926,11.2244898,10.77586207,10.9375,10.39325843,9.636871508,9.596662031,9.583333333,9.366391185,9.375,9.078404402,9.116409537
1.699029126,1.470588235,1.470588235,1.93236715,1.703163017,1.937046005,2.173913043,1.937046005,1.459854015,1.452784504,1.196172249,1.411764706,1.382488479,1.785714286,1.74291939,1.483050847,1.859504132,1.616161616,1.383399209,1.541425819,1.512287335,1.872659176,2.372262774,2.346570397,1.97486535,1.779359431,1.773049645,1.76056338,1.573426573,1.391304348,1.403508772,1.415929204
3.143418468,2.9296875,2.81124498,2.647657841,2.880658436,2.51572327,2.731092437,2.754237288,1.931330472,1.969365427,1.769911504,2.040816327,2.212389381,2.050113895,1.793721973,1.785714286,1.769911504,1.762114537,1.54185022,1.646090535,2.34375,1.869158879,1.97486535,1.940035273,2.083333333,1.890034364,1.700680272,1.515151515,1.495016611,1.164725458,1.0,1.011804384
