Expected Years of Schooling (1990),Expected Years of Schooling (1991),Expected Years of Schooling (1992),Expected Years of Schooling (1993),Expected Years of Schooling (1994),Expected Years of Schooling (1995),Expected Years of Schooling (1996),Expected Years of Schooling (1997),Expected Years of Schooling (1998),Expected Years of Schooling (1999),Expected Years of Schooling (2000),Expected Years of Schooling (2001),Expected Years of Schooling (2002),Expected Years of Schooling (2003),Expected Years of Schooling (2004),Expected Years of Schooling (2005),Expected Years of Schooling (2006),Expected Years of Schooling (2007),Expected Years of Schooling (2008),Expected Years of Schooling (2009),Expected Years of Schooling (2010),Expected Years of Schooling (2011),Expected Years of Schooling (2012),Expected Years of Schooling (2013),Expected Years of Schooling (2014),Expected Years of Schooling (2015),Expected Years of Schooling (2016),Expected Years of Schooling (2017),Expected Years of Schooling (2018),Expected Years of Schooling (2019),Expected Years of Schooling (2020),Expected Years of Schooling (2021),Mean Years of Schooling (1990),Mean Years of Schooling (1991),Mean Years of Schooling (1992),Mean Years of Schooling (1993),Mean Years of Schooling (1994),Mean Years of Schooling (1995),Mean Years of Schooling (1996),Mean Years of Schooling (1997),Mean Years of Schooling (1998),Mean Years of Schooling (1999),Mean Years of Schooling (2000),Mean Years of Schooling (2001),Mean Years of Schooling (2002),Mean Years of Schooling (2003),Mean Years of Schooling (2004),Mean Years of Schooling (2005),Mean Years of Schooling (2006),Mean Years of Schooling (2007),Mean Years of Schooling (2008),Mean Years of Schooling (2009),Mean Years of Schooling (2010),Mean Years of Schooling (2011),Mean Years of Schooling (2012),Mean Years of Schooling (2013),Mean Years of Schooling (2014),Mean Years of Schooling (2015),Mean Years of Schooling (2016),Mean Years of Schooling (2017),Mean Years of Schooling (2018),Mean Years of Schooling (2019),Mean Years of Schooling (2020),Mean Years of Schooling (2021)
8.651200294,8.7855196,8.733690262,8.460089684,8.75881958,8.821840286,8.735159874,8.659733136,8.584306399,8.508879662,9.336930275,9.597189903,9.874540329,10.39723015,10.67878008,10.96033001,11.27525043,11.45768038,11.64011033,11.82254028,12.00497023,12.18740018,12.36983013,11.97321987,11.92323017,11.8165102,11.97399998,12.13148975,12.08609896,12.04087801,12.04087801,12.04087801,4.10912389,4.192011797,4.274899704,4.35778761,4.440675517,4.523563424,4.618796338,4.714029252,4.809262167,4.904495081,4.999727995,5.207829548,5.415931101,5.624032655,5.832134208,6.040235761,5.825079918,5.680554867,5.536029816,5.315240134,5.094450451,5.206655044,5.318859637,5.431064229,5.543268822,5.655473414,5.744151237,5.83282906,5.921506884,6.010184707,6.010184707,6.010184707
12.84978008,12.63996983,12.19863033,11.84232998,11.76371002,11.97601032,12.40145016,12.92078018,13.39538956,13.84819984,14.40340996,14.95748997,15.43988037,15.94620037,16.04578018,16.37878036,16.69487,16.69595909,16.72579956,16.83357048,16.79044914,16.85102081,16.67333031,16.60783958,16.46250916,16.4450798,16.49953079,16.63731003,16.56925011,16.28506088,16.28506088,16.28506088,9.163519754,9.336793582,9.51006741,9.683341238,9.856615066,10.02988889,10.21427002,10.39865114,10.58303227,10.76741339,10.95179452,11.13617564,11.32055677,11.50493789,11.68931902,11.87370014,12.01453018,12.15880966,12.2985096,12.32283974,12.45812035,12.57373047,12.56449986,12.58769035,12.8023901,12.95541,13.10509968,13.18838978,13.29162661,13.39486345,13.49810028,13.49810028
10.5273252,10.8223003,11.12554058,11.43727764,11.75774956,11.82686996,12.2501297,12.40548992,12.74400997,13.4890604,13.44017982,13.50298023,13.55920029,13.52670002,13.51615334,13.50560665,13.49505997,13.51607513,13.5370903,13.73584509,13.93459988,13.9084549,13.88230991,13.94312986,14.0039498,14.06476974,14.22751999,14.25582027,14.31532001,14.39813995,14.39813995,14.39813995,8.820647886,8.991640091,9.165947056,9.340254021,9.514560986,9.68886795,9.863174915,10.03748188,10.21178885,10.38609581,10.56040277,10.73470974,10.99867487,11.26264,11.35346246,11.44428492,11.53510737,11.62592983,12.21762991,12.80932999,12.83508015,12.85511971,13.00098991,13.20458984,13.42529011,12.45672989,12.84430344,12.65323261,12.82510172,13.01519217,13.01519217,13.01519217
12.66884041,12.55290985,12.36756039,11.88483047,11.5771904,11.63290977,11.89087963,12.27278042,12.88967991,13.50590992,13.93457031,14.57145023,15.02884007,15.25129986,15.68218994,15.96102047,15.98433971,15.90223026,15.92555046,15.57306004,15.50370026,15.53017044,15.38467979,15.8287096,15.81700039,15.83139992,15.98268986,16.16769028,16.23089027,16.20252991,16.20252991,16.20252991,9.157942743,9.480166654,9.802390565,10.12461448,10.44683839,10.7690623,10.909581,11.0500997,11.19061839,11.33113709,11.47165579,11.63640185,11.80114791,11.96589397,12.13064003,12.2501297,12.29691982,12.17078972,12.35105991,12.45602989,12.56455994,12.6059103,12.70405006,12.80914974,12.85737991,12.87024021,12.93480968,13.05903006,13.18325043,13.25271988,13.25271988,13.25271988
6.517419815,6.496779919,6.601980209,6.822780132,7.084599972,7.315730095,7.467455149,7.619180202,7.678890228,8.099590302,8.555199623,8.900279999,9.336620331,9.677559853,9.920379639,10.08786964,10.10542011,10.37483978,10.54251003,10.73604012,11.08810043,11.43887043,11.7844696,12.12826366,12.47205772,12.81585178,13.15964584,13.5034399,13.72161961,13.95818996,14.15190983,14.15190983,2.11,2.22,2.33,2.44,2.55,2.66,2.78,2.9,3.02,3.14,3.26,3.366,3.472,3.578,3.684,3.79,3.88,3.97,4.06,4.15,4.24,4.468,4.696,4.924,5.152,5.38,5.514,5.648,5.782,5.916,5.916,5.916
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.134404363,7.367374644,7.607952448,7.856386197,8.11293242,8.377856028,8.651430579,8.933938565,9.225671704,9.526931237,9.838028244,10.1809489,10.52386956,10.86679021,11.20971087,11.55263153,11.89555218,12.23847284,12.58139349,12.92431415,13.26723481,13.61015546,13.95307612,14.02487343,14.09704018,14.06091022,14.07479954,14.29790974,14.39253044,14.46210003,14.43299961,14.43299961,9.123799733,9.254623066,9.3854464,9.516269734,9.647093067,9.777916401,9.877161688,9.976406976,10.07565226,10.17489755,10.27414284,10.37789928,10.48165571,10.58541215,10.68916859,10.79292502,11.03878267,11.28464031,11.38162994,11.47673988,11.4894104,11.55617046,11.70310974,11.69207954,11.76074028,11.76515007,11.79195658,11.8187631,11.84556961,11.82159042,11.82159042,11.82159042
6.326340199,6.511512884,6.696685568,6.881858253,7.067030938,7.252203623,7.437376308,7.622548993,7.807721678,7.992894363,8.178067048,8.363239733,8.548412418,8.733585103,8.918757788,9.103930473,9.171469688,9.414819717,9.723139763,10.18243027,10.15793514,10.13344002,10.30860996,10.37396002,10.43931007,10.56871033,10.41318035,10.29355001,10.17391968,10.13499142,10.13499142,10.13499142,,,,,,,,,,3.771085909,3.902890818,4.034695727,4.166500637,4.298305546,4.430110455,4.476048265,4.521986076,4.567923886,4.613861697,4.659799508,4.705737318,4.751675129,4.79761294,4.84355075,4.889488561,4.935426371,4.981364182,5.027301993,5.073239803,5.120468534,5.120468534,5.120468534
,,,,,9.747140926,10.02378135,10.3082733,10.60083961,11.36034966,11.82178974,11.97014046,11.69769001,12.16390991,12.19339114,12.22287238,12.25235361,12.28183484,12.31131607,12.34079731,12.37027854,12.39975977,12.429241,12.45872223,12.48820347,12.5176847,12.54716593,12.57664716,12.60612839,12.63560963,12.63560963,12.63560963,4.04,3.934,3.828,3.722,3.616,3.51,3.418,3.326,3.234,3.142,3.05,3.054,3.058,3.062,3.066,3.07,3.332,3.594,3.856,4.118,4.38,4.834,5.288,5.742,6.196,6.65,6.818,6.986,7.154,7.322,7.322,7.322
10.94775963,10.76844025,10.73659992,10.7047596,10.80282021,10.93690968,11.06879997,11.20818043,11.51010036,11.7263298,11.98775005,12.02698994,12.3741703,12.65472984,12.74703979,12.79951954,12.91388988,13.03225994,13.20757961,13.26840019,13.39920998,13.44375992,13.70121002,13.87195969,14.04314995,14.19680977,14.6375103,14.80978012,14.8653698,14.86443996,14.86443996,14.86443996,5.953360081,6.024422073,6.095484066,6.166546059,6.237608051,6.308670044,6.379732037,6.450794029,6.521856022,6.592918015,6.663980007,6.819949985,6.975919962,7.131889939,7.287859917,7.48514986,7.871600151,7.882470131,7.948890209,8.136670113,8.005069733,8.247494698,8.489919662,8.357230186,8.403470039,8.601650238,8.599900246,8.742489815,8.933190346,9.077120304,9.221050262,9.221050262
,,,,,,,,,,,,12.16722965,12.05382319,11.94041673,11.82701027,11.71360381,11.60019734,11.48679088,11.37338442,11.25997796,11.1465715,11.03316503,10.91975857,10.80635211,10.69294565,10.57953919,10.46613272,10.35272626,10.2393198,10.2393198,10.2393198,,,,,,,,,,,,,,,,,,,,,,10.88313961,10.88313961,10.88313961,10.88313961,10.88313961,10.88313961,10.88313961,10.88313961,10.88313961,10.88313961,10.88313961
10.3518902,10.44338258,10.5356836,10.62880039,10.72274017,10.93083954,11.11662006,11.20294952,11.31814957,11.45744991,11.53279972,11.59393024,11.63331032,11.64132023,11.6462698,11.79450035,11.88965511,11.98480988,12.87722969,12.84832001,12.84206009,12.88011026,12.91816044,12.94083023,12.96148968,13.32861996,13.45691013,13.58520031,13.50732994,13.62443234,13.62443234,13.62443234,4.605396198,4.781829411,4.965021798,5.155232306,5.352729797,5.574106097,5.795482397,6.016858697,6.238234997,6.459611297,6.680987597,6.902363896,7.123740196,7.296207428,7.46867466,7.641141891,7.813609123,7.986076355,8.158543587,8.331010818,8.50347805,8.675945282,8.848412514,9.020879745,9.193346977,9.365814209,9.538281441,9.710748672,9.883215904,10.05568314,10.22815037,10.22815037
2.076570034,2.160510063,2.32198,2.548599958,2.796649933,3.044699907,3.30328989,3.682650089,3.98229003,4.391610146,4.615330219,4.929862678,5.244395137,5.558927596,5.873460054,6.187992513,6.502524972,6.817057431,7.13158989,7.411950111,7.598370075,7.755449772,7.564219952,7.372990131,7.541309834,7.347839832,7.403979778,7.461060047,7.442024549,7.423037617,7.423037617,7.423037617,0.72,0.752,0.784,0.816,0.848,0.88,0.906,0.932,0.958,0.984,1.01,1.04,1.07,1.1,1.13,1.16,1.228,1.296,1.364,1.432,1.5,1.574,1.648,1.722,1.796,1.87,1.98,2.09,2.2,2.31,2.31,2.31
12.67961025,12.82454014,12.94983959,13.11435986,13.20353031,13.3376503,13.36067009,13.50568962,13.97060013,13.90585995,13.85346031,14.06742001,13.9998703,14.33407974,14.8710804,14.81480026,14.49178028,14.79811954,14.64723015,15.07639503,15.50555992,15.02422047,15.16574001,15.26920033,15.41316032,15.70611954,15.84722996,16.10407066,16.58428001,16.83856964,16.83856964,16.83856964,6.4654826,6.574985169,6.684487739,6.793990308,6.903492878,7.012995448,7.104784366,7.196573285,7.288362203,7.380151122,7.471940041,7.934534073,8.397128105,8.859722137,9.32231617,9.784910202,9.821985245,9.859060287,10.00864029,10.15822029,10.30780029,10.47278023,10.79741001,11.0275898,11.12584019,11.21442032,11.28810978,11.56434488,11.84057999,12.02542019,12.21026039,12.21026039
6.001580238,6.567095041,7.132609844,7.261940002,7.352530003,7.283170223,7.347003539,7.410836856,7.474670172,7.538503488,7.602336804,7.66617012,7.756821791,7.847473462,7.938125134,8.028776805,8.119428476,8.210080147,8.433731079,8.657382011,8.881032944,9.104683876,9.328334808,9.551985741,9.775636673,9.999287605,10.22293854,10.44658947,10.6702404,10.90913752,10.90913752,10.90913752,2.726182996,2.789008612,2.851834228,2.914659845,2.977485461,3.040311077,3.127818186,3.215325294,3.302832403,3.390339511,3.47784662,3.57881636,3.679786101,3.780755842,3.881725582,3.982695323,4.103859011,4.2250227,4.346186389,4.467350077,4.588513766,4.833084915,5.077656065,5.322227214,5.566798364,5.811369513,5.95272715,6.094084787,6.235442423,6.37680006,6.37680006,6.37680006
,,,,,,,,,,11.54869593,11.890174,12.24174907,12.60371971,12.8471899,13.18715954,13.63720989,14.11563969,14.57936954,14.91355991,15.07221985,15.04305649,15.01389313,14.98472977,14.95556641,14.92640305,14.89723969,15.02132034,14.99967957,14.94519997,15.08160973,15.08160973,,,,,,,,,,,,,,10.44497967,10.54984474,10.65470982,10.75957489,10.86443996,10.96930504,11.07417011,11.17903519,11.28390026,11.39179255,11.50071646,11.61068185,11.7216987,11.83377704,11.94692704,12.06115893,12.17648306,12.17648306,12.17648306
10.1633997,9.719189644,8.841150284,7.741680145,7.685860157,7.67553997,8.023679733,8.261980057,8.63132,8.90114975,9.397629738,10.11670017,10.48843956,11.20584011,11.79734039,12.66930962,12.96592999,13.39673678,13.82754358,14.25835037,14.58479023,14.62874126,14.6726923,14.71664333,14.76059437,14.8045454,14.84849644,14.89244747,14.93639851,14.98034954,14.98034954,14.98034954,8.489093305,8.515587225,8.542081144,8.568575063,8.595068983,8.621562902,8.705460313,8.789357724,8.873255135,8.957152546,9.041049957,9.14112196,9.241193962,9.341265965,9.441337967,9.541409969,9.641481972,9.741553974,9.841625977,9.941697979,10.04176998,9.979963017,9.918156052,9.856349087,9.794542122,9.732735157,9.670928192,9.609121227,9.547314262,9.485507298,9.423700333,9.423700333
3.708847485,3.702022453,3.69520998,3.688410044,3.819499969,4.073319912,4.434274912,4.795229912,5.156184912,5.517139912,5.966969967,6.436329842,6.869780064,7.243430138,7.617080212,8.216320038,8.51088047,9.11989975,9.551600456,9.678779602,9.846440315,9.553930283,9.398610115,9.940219879,9.870030403,9.878950119,9.926485062,9.974020004,10.09584184,10.2191516,10.2191516,10.2191516,1.598693513,1.587136693,1.575579872,1.564023052,1.552466231,1.540909411,1.583284419,1.625659428,1.668034437,1.710409446,1.752784454,1.829829925,1.906875395,1.983920866,2.060966337,2.138011807,2.188091363,2.238170919,2.288250475,2.33833003,2.479079962,2.619829893,2.762074947,2.904320002,3.046565056,3.18881011,3.126510024,3.064209938,3.130214992,3.197641838,3.197641838,3.197641838
3.717259884,3.828249931,4.146910191,4.642859936,5.327489853,5.474870205,5.728159904,5.780069828,6.177780151,6.384640217,6.471035004,6.55742979,6.644999981,6.777100086,7.289490223,7.332839966,7.556079865,7.436579943,7.317080021,7.794020176,7.878290176,7.97796011,8.365590096,8.676250458,8.850930214,9.02560997,8.617939949,8.588339806,9.106389999,9.376159668,9.376159668,9.376159668,2.267245743,2.344515105,2.421784467,2.499053828,2.57632319,2.653592552,2.726795105,2.799997658,2.873200211,2.946402764,3.019605317,3.096874679,3.174144041,3.251413402,3.328682764,3.405952126,3.491355104,3.576758083,3.662161062,3.74756404,3.832967019,3.959038083,4.085109146,4.21118021,4.337251274,4.463322338,4.577192976,4.691063614,4.804934252,4.918804891,4.918804891,4.918804891
10.4981699,10.64156659,10.78496329,10.92835999,11.07175668,11.21515338,11.35855007,11.52077961,11.81127501,12.1017704,12.23978043,12.54360962,12.56184006,12.84302998,13.01842976,13.42304039,13.53824997,13.63586998,13.73890018,13.98771,14.08798027,14.29753017,14.77875042,14.80132961,15.31830978,15.05727005,15.09776974,15.05659962,15.11495162,15.17352977,15.17352977,15.17352977,5.856750011,5.900706005,5.944661999,5.988617992,6.032573986,6.07652998,6.120485973,6.164441967,6.208397961,6.252353954,6.296309948,6.49846996,6.700629971,6.902789983,7.104949995,7.307110006,7.509270018,7.711430029,7.913590041,8.115750053,8.317910064,8.520070076,8.738007894,8.961520419,9.190750248,9.425843626,9.666950539,9.914224809,10.16782419,10.42791048,10.42791048,10.42791048
5.529300213,5.745250225,6.851079941,7.150440216,7.435420036,10.89968967,10.68700981,10.80333328,10.91965675,11.03598022,10.34127998,10.66903019,10.62281036,10.29662514,9.970439911,9.846899986,9.941060066,9.792160034,10.11480999,10.43745995,10.7601099,10.91059971,11.1173968,11.32811348,11.54282403,11.76160417,11.98453101,12.21168316,12.4431407,12.67898523,12.67898523,12.67898523,2.277381717,2.325717982,2.374054247,2.422390512,2.470726777,2.519063042,2.582272004,2.645480966,2.708689928,2.77189889,2.835107852,2.898316814,2.961525776,3.024734738,3.0879437,3.151152662,3.318470502,3.485788343,3.653106183,3.820424023,3.987741864,4.013769084,4.039796303,4.065823523,4.091850742,4.117877962,4.210832318,4.303786674,4.396741029,4.489695385,4.489695385,4.489695385
9.827679634,9.987910271,10.17436981,10.16162014,10.22583008,10.28680992,10.72850672,11.17020353,11.61190033,11.61859035,11.91814995,12.0710001,12.19441986,12.74166965,12.96833992,12.69880962,12.19968987,12.34319019,12.47745037,12.6348896,12.85531998,12.71901035,13.00349998,13.22638035,13.45189953,13.66390991,13.8724699,13.67864037,13.54508018,13.48631954,13.34304047,13.34304047,6.145886365,6.339768845,6.533651324,6.727533804,6.921416283,7.115298763,7.228240013,7.525190115,7.822140217,8.119090319,8.416040421,8.251122379,8.086204338,7.921286297,7.756368256,7.591450214,8.084400058,8.577349901,9.070299745,9.563249588,9.6979599,9.809384982,9.920810064,10.03223515,10.14366023,10.25508531,10.36651039,10.45936012,10.55220985,10.64505959,10.64505959,10.64505959
10.42286942,10.83835983,11.27041308,11.70246633,12.13451958,12.01089954,11.8145299,11.61816025,11.74695969,11.50034046,11.70321512,11.90608978,11.7733202,11.87378979,11.78052998,11.68727016,11.53619957,11.60042298,11.62748167,11.65454037,11.68159907,11.70865776,11.73571646,11.76277515,11.79002217,11.81733231,11.8447057,11.8721425,11.89964286,11.92720692,11.92720692,11.92720692,5.704538658,5.713290215,5.722055197,5.730820179,5.739585161,5.748350143,5.757115126,5.765880108,5.77464509,5.783410072,5.792175055,5.800940037,5.881194262,5.961448488,6.041702713,6.121956938,6.177517556,6.233078174,6.288638791,6.344199409,6.399760026,6.517054664,6.634349301,6.751643938,6.868938575,6.986233212,7.037678228,7.089123245,7.140568261,7.192013277,7.192013277,7.192013277
2.059570074,2.089375019,2.119179964,2.204723597,2.290267229,2.375810862,2.461354494,2.546898127,2.632441759,2.717985392,2.803529024,2.889072657,2.974616289,3.060159922,3.399849892,3.628170013,3.777889967,3.90508008,4.137710094,4.374360085,4.699289799,4.983039856,5.214409828,5.448969841,5.683529854,5.918089867,6.21517992,6.406770229,6.67627276,6.957111988,6.957111988,6.957111988,0.728083218,0.768180555,0.808277892,0.848375228,0.888472565,0.928569902,0.974998397,1.021426892,1.067855387,1.114283882,1.160712377,1.2029201,1.245127823,1.287335546,1.329543268,1.371750991,1.403406783,1.435062575,1.466718367,1.49837416,1.530029952,1.584899991,1.639770031,1.694640071,1.74951011,1.80438015,1.882464437,1.960548724,2.038633011,2.116717299,2.116717299,2.116717299
5.6963701,5.884754825,6.079369625,6.280420532,6.488120397,6.702689106,6.92435382,7.15334921,7.389917709,7.634309769,8.003800392,7.746399879,8.150876681,8.555353483,8.959830284,9.028440475,8.89398632,8.759532166,8.625078011,8.490623856,8.356169701,8.682390213,8.861738897,9.041087581,9.220436265,9.399784948,9.579133632,9.758482316,9.937831,10.12758388,10.12758388,10.12758388,,,,,,,,,,,,,,4.724502563,4.933246326,5.141990089,5.350733852,5.559477615,5.768221378,5.508326769,5.248432159,5.481174628,5.713917096,5.946659565,6.061127424,6.175595284,6.436573823,6.697552363,6.958530903,7.181074153,7.181074153,7.181074153
7.488699913,8.013589859,8.173259735,8.340353012,8.507446289,8.674539566,8.987131119,9.299722672,9.612314224,9.924905777,10.23749733,10.55008888,10.86268044,10.90502671,10.94737299,10.98971926,10.91788199,10.84604472,10.77420744,10.70237017,10.8882017,11.07403322,11.25986475,11.44569627,11.6315278,11.82682458,12.02540046,12.22731048,12.43261063,12.64135783,12.64135783,12.64135783,4.09,4.184,4.278,4.372,4.466,4.56,4.664,4.768,4.872,4.976,5.08,5.156,5.232,5.308,5.384,5.46,5.568,5.676,5.784,5.892,6.0,6.136,6.272,6.408,6.544,6.68,6.796,6.912,7.028,7.144,7.144,7.144
14.67444992,14.92512989,14.83885002,15.07598972,17.31242943,16.72776031,16.89909935,16.55894089,16.52049065,16.38546944,16.56546021,16.6722393,16.30929947,16.3899498,16.29527092,16.41580009,16.51478958,16.63899994,16.75245094,16.80503082,16.99106026,17.85778046,17.82703972,17.91139285,17.99574598,18.08009911,18.04483032,18.48513031,18.5599308,18.69316522,18.69316522,18.69316522,11.09854878,11.16080369,11.22305861,11.28531353,11.34756844,11.40982336,11.4849586,11.56009384,11.63522909,11.71036433,11.78549957,11.78549957,11.78549957,11.78549957,11.78549957,11.78781033,11.88865519,11.98950005,11.90822029,11.93865013,11.98348045,11.9578104,12.02159977,12.06632996,12.09368992,12.13512993,12.18412018,12.25356531,12.32301044,12.4523201,12.58162975,12.58162975
13.94550037,14.24613953,14.53617954,15.06902981,16.11097908,15.56700039,15.75127029,15.98190975,16.89126015,17.13750076,17.49785995,17.0864296,17.1053009,17.48032951,17.62022972,17.49011993,17.59090996,17.56229973,17.38734055,17.36672974,17.54862976,17.56863976,17.47475052,17.69016075,17.68293953,17.78388977,17.96912956,18.06615067,18.12005043,18.18519974,18.18519974,18.18519974,11.17730999,11.25230571,11.32730143,11.40229716,11.47729288,11.5522886,11.62728432,11.70228004,11.77727577,11.85227149,11.92726721,12.00226293,12.07725866,12.15225438,12.2272501,12.28176022,12.36614037,12.40898037,12.48221016,12.50294018,12.54957008,12.60601044,12.64209366,12.67817688,12.7142601,12.77120972,12.81906033,12.94715977,12.97539473,13.00362968,13.00362968,13.00362968
7.460750103,7.641940117,7.887959957,7.897469997,7.933139801,7.999619961,8.382760048,8.526877642,8.670995235,8.815112829,8.959230423,8.564680099,9.161899567,9.225540161,9.354125023,9.482709885,9.945119858,9.976340294,10.40861034,11.06719017,11.92319012,12.39546967,12.53003502,12.66460037,12.59261036,12.65250969,12.61919975,12.75613022,12.95372534,13.15132046,12.88694954,12.88694954,2.346687263,2.397803223,2.448919183,2.500035143,2.551151103,2.602267063,2.632471949,2.662676835,2.69288172,2.723086606,2.753291491,2.853199959,2.920027971,2.986855984,3.053683996,3.120512009,3.187340021,3.254168034,3.320996046,3.387824059,3.454652071,3.521480083,3.765092035,4.008703987,4.252315939,4.495927891,4.652394104,4.808860316,4.965326529,5.121792742,5.121792742,5.121792742
,,,,,,,,,,9.548890114,9.690799713,9.312490463,8.975170135,9.075570107,10.86083031,10.13370037,9.002280235,9.56649971,9.742471842,9.921680914,10.10418647,10.29004914,10.47933069,10.672094,10.86840312,11.06832328,11.27192088,11.47926359,11.69042029,11.69042029,11.69042029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.48279953,14.81429958,15.16473961,15.97017002,16.55532074,16.85778046,17.00136948,17.10922185,17.21707423,17.3249266,17.43277898,17.54063135,17.64848373,17.7563361,17.86418847,17.97204085,18.07989322,18.1877456,18.29559797,18.40345035,18.51130272,18.6191551,18.72700747,18.83485985,18.80341911,18.86964989,18.12450027,18.83856964,18.87854958,20.28388977,20.28388977,20.28388977,10.1395211,10.39962959,10.66641064,10.93319168,11.19997272,11.46675377,11.73353481,12.00031586,12.2670969,12.53387794,12.80065899,13.06744003,13.11823406,13.16902809,13.21982212,13.27061615,13.32141018,13.3354702,13.34953022,13.36359024,13.37765026,13.39171028,13.37806988,13.32773972,13.27740955,13.23099995,13.33483982,13.2373023,13.13976479,13.04222727,12.94468975,12.94468975
7.896699905,8.247389793,8.652330399,9.215479851,9.266460419,9.490539551,9.740269661,9.820240021,10.06287003,10.34317799,10.62348595,10.90379391,11.18410187,11.46440983,11.60352468,11.74263954,11.78359985,12.0812397,12.40342999,13.3710804,13.38470507,13.39832973,13.5687747,13.73921967,14.00377464,14.26832962,14.63817978,14.18214035,14.1161499,14.31089973,14.57349014,14.57349014,,,,,,,,,,,5.425632031,5.694540001,5.976775726,6.272999763,6.616245842,6.95949192,7.302737999,7.645984077,7.989230156,7.955485106,7.921740055,8.246802139,8.571864223,8.896926308,9.221988392,9.547050476,9.968448448,10.38984642,10.81124439,11.23264236,11.65404034,11.65404034
4.626049995,4.68038691,4.734723825,4.789060739,4.843397654,4.897734569,4.952071483,5.006408398,5.060745313,5.115082227,5.169419142,5.223756057,5.278092971,5.332429886,5.742340088,6.093520164,6.28110981,6.713580132,6.731939793,6.818009853,6.813624859,6.809239864,6.919909954,6.978740215,7.296909809,7.584290028,7.989449978,7.931729794,8.275939941,8.658349991,8.658349991,8.658349991,2.291861259,2.390371085,2.488880911,2.587390737,2.685900563,2.784410389,2.88493062,2.98545085,3.085971081,3.186491312,3.287011542,3.536301714,3.785591886,4.034882058,4.28417223,4.533462403,4.521399975,4.410629988,4.299860001,4.46612978,4.594940186,4.721109867,4.818150043,4.958040237,5.162640095,5.162640095,5.162640095,5.115049839,4.825690031,4.536330223,4.536330223,4.536330223
10.6522398,10.66341972,10.77066994,10.94305038,10.8969202,11.12065029,11.32726955,11.5777998,11.82833004,12.07886028,12.33146,12.54675007,12.73756981,12.81908512,12.90060043,12.89698029,12.89313984,12.9639101,12.77729034,12.7495203,12.81746006,12.65684986,12.67351309,12.69017633,12.70683956,12.70656967,12.90561008,12.95616796,13.0069239,13.05787868,13.05787868,13.05787868,7.407239914,7.454354906,7.501469898,7.54858489,7.595699883,7.642814875,7.689929867,7.737044859,7.784159851,7.831274843,7.878389835,8.018189859,8.157989883,8.297789907,8.437589931,8.577389956,8.71718998,8.856990004,8.996790028,9.136590052,9.276390076,9.416856766,9.557323456,9.697790146,9.838256836,9.978723526,10.11919022,10.25965691,10.4001236,10.54059029,10.54059029,10.54059029
11.72138977,11.70501995,11.48295975,11.46770954,11.58224964,11.93307018,11.89482021,11.8196497,12.42867994,13.03771019,12.87779045,13.36966991,12.8752203,12.35818005,12.59951019,12.60894012,12.81361008,13.01843605,13.22326202,13.428088,13.63291397,13.83773994,14.04256592,14.24739189,14.45221786,14.65704384,14.86186981,14.99071026,15.18792464,15.38773354,15.38773354,15.38773354,7.781378166,7.838587107,7.896216649,7.954269886,8.012749932,8.071229978,8.129710024,8.18819007,8.246670116,8.305150162,8.363630208,8.422110254,8.4805903,8.539070346,8.597550392,7.924409866,7.928460121,8.18680954,8.187299728,8.217120171,8.865139961,8.887160301,9.082159996,9.136059761,9.151889801,9.094240189,9.314760208,9.535280228,9.755800247,9.885518863,9.885518863,9.885518863
10.78757,10.78501034,10.80265999,10.78906345,10.77546692,10.76187038,11.12605,11.17542982,11.22480965,11.38438988,11.38376999,11.3831501,11.58487988,11.5952301,11.61896038,11.51733971,11.36717987,11.52336979,11.67955971,11.36655998,11.62320595,11.87985191,12.13649788,12.39314384,12.64978981,12.82507992,12.84617043,13.14836025,13.19219971,13.39021015,13.12656975,13.12656975,7.178850174,7.217683172,7.256516171,7.295349169,7.334182167,7.373015165,7.411848164,7.450681162,7.48951416,7.528347158,7.567180157,7.836127639,8.105075121,8.374022603,8.642970085,8.65989995,8.676829815,8.69375968,8.710689545,8.812839985,8.914990425,8.991986911,9.068983396,9.145979881,8.971109867,8.796239853,8.621369839,8.446499825,8.707799911,8.969099998,8.969099998,8.969099998
,,,,,,,,,,14.0816803,14.27463649,14.46759268,14.66054887,14.85350506,15.04646125,15.23941744,15.43237363,15.62532982,15.81828602,16.01124221,16.2041984,16.39715459,16.59011078,16.47499781,16.35988484,16.24477187,16.12965891,16.01454594,15.89943297,15.78432,15.78432,10.29785585,10.41683987,10.53582389,10.6548079,10.77379192,10.89277594,10.99085477,11.08893359,11.18701242,11.28509125,11.38317007,11.38653606,11.38990204,11.39326803,11.39663401,11.4,11.53246823,11.66493645,11.79740468,11.92987291,12.06234113,12.19480936,12.20234785,12.81511974,12.88301,12.785,12.6872,12.5893,12.49143,12.49143,12.49143,12.49143
